element,model,search_item,rel_path,file,Group
Ta,Linear,-1121.31506,./examples/Ta_Linear_JCP2014/JSON/Liquid,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Liquid/Ta_liquid_1.json,Liquid
Ta,Linear,-1105.601723,./examples/Ta_Linear_JCP2014/JSON/Liquid,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Liquid/Ta_liquid_3.json,Liquid
Ta,Linear,-1099.673012,./examples/Ta_Linear_JCP2014/JSON/Liquid,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Liquid/Ta_liquid_2.json,Liquid
Ta,Linear,-754.317603,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_9.json,Displaced_A15
Ta,Linear,-754.279613,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_3.json,Displaced_A15
Ta,Linear,-754.220443,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_7.json,Displaced_A15
Ta,Linear,-754.141988,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_4.json,Displaced_A15
Ta,Linear,-754.048643,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_5.json,Displaced_A15
Ta,Linear,-754.0221,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_1.json,Displaced_A15
Ta,Linear,-753.969161,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_8.json,Displaced_A15
Ta,Linear,-753.865255,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_6.json,Displaced_A15
Ta,Linear,-753.777209,./examples/Ta_Linear_JCP2014/JSON/Displaced_A15,/home/cmmulle/FitSNAP/./examples/Ta_Linear_JCP2014/JSON/Displaced_A15/A15_2.json,Displaced_A15
