element,model,search_item,rel_path,file,Group
WBe,PRB2019,-8.78583,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/931_slice_sample.json,slice_sample
WBe,PRB2019,-8.7858,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1977_slice_sample.json,slice_sample
WBe,PRB2019,-8.7858,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1750_slice_sample.json,slice_sample
WBe,PRB2019,-8.78578,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1544_slice_sample.json,slice_sample
WBe,PRB2019,-8.78565,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/73_slice_sample.json,slice_sample
WBe,PRB2019,-8.78547,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/189_slice_sample.json,slice_sample
WBe,PRB2019,-8.78538,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1033_slice_sample.json,slice_sample
WBe,PRB2019,-8.78514,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/169_slice_sample.json,slice_sample
WBe,PRB2019,-8.78496,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1545_slice_sample.json,slice_sample
WBe,PRB2019,-8.78492,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/31_slice_sample.json,slice_sample
WBe,PRB2019,-8.78488,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1023_slice_sample.json,slice_sample
WBe,PRB2019,-8.7848,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1308_slice_sample.json,slice_sample
WBe,PRB2019,-8.78464,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/815_slice_sample.json,slice_sample
WBe,PRB2019,-8.78455,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/819_slice_sample.json,slice_sample
WBe,PRB2019,-8.78429,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1353_slice_sample.json,slice_sample
WBe,PRB2019,-8.78409,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1030_slice_sample.json,slice_sample
WBe,PRB2019,-8.78376,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/145_slice_sample.json,slice_sample
WBe,PRB2019,-8.78371,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/317_slice_sample.json,slice_sample
WBe,PRB2019,-8.78345,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1924_slice_sample.json,slice_sample
WBe,PRB2019,-8.78322,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/446_slice_sample.json,slice_sample
WBe,PRB2019,-8.78304,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1755_slice_sample.json,slice_sample
WBe,PRB2019,-8.78304,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1982_slice_sample.json,slice_sample
WBe,PRB2019,-8.78293,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/926_slice_sample.json,slice_sample
