element,model,search_item,rel_path,file,Group
WBe,PRB2019,-8.8474,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1112_slice_sample.json,slice_sample
WBe,PRB2019,-8.84739,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/147_slice_sample.json,slice_sample
WBe,PRB2019,-8.84737,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1362_slice_sample.json,slice_sample
WBe,PRB2019,-8.84727,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/833_slice_sample.json,slice_sample
WBe,PRB2019,-8.84721,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1186_slice_sample.json,slice_sample
WBe,PRB2019,-8.84721,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1158_slice_sample.json,slice_sample
WBe,PRB2019,-8.84717,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/164_slice_sample.json,slice_sample
WBe,PRB2019,-8.84703,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1431_slice_sample.json,slice_sample
WBe,PRB2019,-8.84694,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/218_slice_sample.json,slice_sample
WBe,PRB2019,-8.84685,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/666_slice_sample.json,slice_sample
WBe,PRB2019,-8.84683,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1560_slice_sample.json,slice_sample
WBe,PRB2019,-8.84681,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/839_slice_sample.json,slice_sample
WBe,PRB2019,-8.84667,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1185_slice_sample.json,slice_sample
WBe,PRB2019,-8.84657,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/175_slice_sample.json,slice_sample
WBe,PRB2019,-8.84644,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/835_slice_sample.json,slice_sample
WBe,PRB2019,-8.84642,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/357_slice_sample.json,slice_sample
WBe,PRB2019,-8.84641,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/3_slice_sample.json,slice_sample
WBe,PRB2019,-8.84636,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/411_slice_sample.json,slice_sample
WBe,PRB2019,-8.84632,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/412_slice_sample.json,slice_sample
WBe,PRB2019,-8.84623,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1848_slice_sample.json,slice_sample
WBe,PRB2019,-8.84616,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1277_slice_sample.json,slice_sample
WBe,PRB2019,-8.84609,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1406_slice_sample.json,slice_sample
WBe,PRB2019,-8.84599,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1886_slice_sample.json,slice_sample
WBe,PRB2019,-8.84592,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1564_slice_sample.json,slice_sample
WBe,PRB2019,-8.84588,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/640_slice_sample.json,slice_sample
WBe,PRB2019,-8.84578,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1274_slice_sample.json,slice_sample
WBe,PRB2019,-8.84574,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/24_slice_sample.json,slice_sample
WBe,PRB2019,-8.84573,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1492_slice_sample.json,slice_sample
WBe,PRB2019,-8.84568,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1126_slice_sample.json,slice_sample
WBe,PRB2019,-8.84559,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/327_slice_sample.json,slice_sample
WBe,PRB2019,-8.84556,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/693_slice_sample.json,slice_sample
WBe,PRB2019,-8.84543,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1125_slice_sample.json,slice_sample
WBe,PRB2019,-8.8454,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1290_slice_sample.json,slice_sample
WBe,PRB2019,-8.84539,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/996_slice_sample.json,slice_sample
WBe,PRB2019,-8.84533,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/841_slice_sample.json,slice_sample
WBe,PRB2019,-8.84528,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1102_slice_sample.json,slice_sample
WBe,PRB2019,-8.84506,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1124_slice_sample.json,slice_sample
WBe,PRB2019,-8.84491,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/359_slice_sample.json,slice_sample
WBe,PRB2019,-8.84486,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1103_slice_sample.json,slice_sample
WBe,PRB2019,-8.84485,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/499_slice_sample.json,slice_sample
WBe,PRB2019,-8.84466,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/694_slice_sample.json,slice_sample
WBe,PRB2019,-8.84458,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1254_slice_sample.json,slice_sample
WBe,PRB2019,-8.84456,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/352_slice_sample.json,slice_sample
WBe,PRB2019,-8.84446,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1861_slice_sample.json,slice_sample
WBe,PRB2019,-8.84446,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1664_slice_sample.json,slice_sample
WBe,PRB2019,-8.8444,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/23_slice_sample.json,slice_sample
WBe,PRB2019,-8.8443,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/303_slice_sample.json,slice_sample
WBe,PRB2019,-8.84414,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1407_slice_sample.json,slice_sample
WBe,PRB2019,-8.84398,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1104_slice_sample.json,slice_sample
WBe,PRB2019,-8.84396,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1557_slice_sample.json,slice_sample
WBe,PRB2019,-8.84394,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1376_slice_sample.json,slice_sample
WBe,PRB2019,-8.84385,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1122_slice_sample.json,slice_sample
WBe,PRB2019,-8.84378,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1375_slice_sample.json,slice_sample
WBe,PRB2019,-8.84372,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1435_slice_sample.json,slice_sample
WBe,PRB2019,-8.84369,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1477_slice_sample.json,slice_sample
WBe,PRB2019,-8.84361,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/456_slice_sample.json,slice_sample
WBe,PRB2019,-8.8436,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1476_slice_sample.json,slice_sample
WBe,PRB2019,-8.84359,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1345_slice_sample.json,slice_sample
WBe,PRB2019,-8.84358,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/458_slice_sample.json,slice_sample
WBe,PRB2019,-8.84357,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1558_slice_sample.json,slice_sample
WBe,PRB2019,-8.84349,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1011_slice_sample.json,slice_sample
WBe,PRB2019,-8.84347,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1260_slice_sample.json,slice_sample
WBe,PRB2019,-8.84337,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1408_slice_sample.json,slice_sample
WBe,PRB2019,-8.84294,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1346_slice_sample.json,slice_sample
WBe,PRB2019,-8.84292,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1409_slice_sample.json,slice_sample
WBe,PRB2019,-8.84284,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/461_slice_sample.json,slice_sample
WBe,PRB2019,-8.84274,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/512_slice_sample.json,slice_sample
WBe,PRB2019,-8.84267,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1585_slice_sample.json,slice_sample
WBe,PRB2019,-8.84265,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/356_slice_sample.json,slice_sample
WBe,PRB2019,-8.84263,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/467_slice_sample.json,slice_sample
WBe,PRB2019,-8.84251,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/999_slice_sample.json,slice_sample
WBe,PRB2019,-8.84247,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/523_slice_sample.json,slice_sample
WBe,PRB2019,-8.84243,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/304_slice_sample.json,slice_sample
WBe,PRB2019,-8.84241,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/667_slice_sample.json,slice_sample
WBe,PRB2019,-8.8424,./examples/WBe_PRB2019/JSON/slice_sample,/home/cmmulle/FitSNAP/./examples/WBe_PRB2019/JSON/slice_sample/1559_slice_sample.json,slice_sample
